,year,month,sc,shapiro_wilk,anderson_darling,lognormal_test
15:00,2021,7,sc3,0.53,1,0.15
16:00,2021,7,sc3,0.56,1,0.56
17:00,2021,7,sc3,0.58,1,0.91
6:00,2021,7,sc5,0.3,1,0.59
7:00,2021,7,sc5,0.0,1,0.0
8:00,2021,7,sc5,0.0,1,0.0
9:00,2021,7,sc5,0.0,1,0.0
10:00,2021,7,sc5,0.0,1,0.0
11:00,2021,7,sc5,0.0,1,0.0
12:00,2021,7,sc5,0.0,1,0.0
13:00,2021,7,sc5,0.0,1,0.0
14:00,2021,7,sc5,0.0,1,0.0
15:00,2021,7,sc5,0.0,1,0.0
16:00,2021,7,sc5,0.0,1,0.0
17:00,2021,7,sc5,0.0,1,0.0
6:00,2021,8,sc5,0.01,1,0.0
7:00,2021,8,sc5,0.01,1,0.21
8:00,2021,8,sc5,0.0,1,0.0
9:00,2021,8,sc5,0.0,1,0.0
10:00,2021,8,sc5,0.0,1,0.0
11:00,2021,8,sc5,0.0,1,0.0
12:00,2021,8,sc5,0.0,1,0.0
13:00,2021,8,sc5,0.0,1,0.0
14:00,2021,8,sc5,0.0,1,0.0
15:00,2021,8,sc5,0.0,1,0.0
16:00,2021,8,sc5,0.0,1,0.0
17:00,2021,8,sc5,0.0,1,0.0
6:00,2021,9,sc5,1.0,0,0.0
7:00,2021,9,sc5,0.0,1,0.0
8:00,2021,9,sc5,0.0,1,0.0
9:00,2021,9,sc5,0.0,1,0.0
10:00,2021,9,sc5,0.0,1,0.0
11:00,2021,9,sc5,0.0,1,0.0
12:00,2021,9,sc5,0.0,1,0.0
13:00,2021,9,sc5,0.0,1,0.0
14:00,2021,9,sc5,0.0,1,0.0
15:00,2021,9,sc5,0.0,1,0.0
16:00,2021,9,sc5,0.0,1,0.0
17:00,2021,9,sc5,0.0,1,0.0
6:00,2021,10,sc5,1.0,0,0.0
7:00,2021,10,sc5,0.5,1,0.94
8:00,2021,10,sc5,0.0,1,0.0
9:00,2021,10,sc5,0.0,1,0.0
10:00,2021,10,sc5,0.0,1,0.0
11:00,2021,10,sc5,0.0,1,0.0
12:00,2021,10,sc5,0.0,1,0.0
13:00,2021,10,sc5,0.0,1,0.0
14:00,2021,10,sc5,0.0,1,0.0
15:00,2021,10,sc5,0.0,1,0.0
16:00,2021,10,sc5,0.0,1,0.0
17:00,2021,10,sc5,0.32,1,0.64
6:00,2021,11,sc5,1.0,0,0.0
7:00,2021,11,sc5,0.0,1,0.0
8:00,2021,11,sc5,0.18,1,0.0
9:00,2021,11,sc5,0.0,1,0.0
10:00,2021,11,sc5,0.0,1,0.0
11:00,2021,11,sc5,0.0,1,0.0
12:00,2021,11,sc5,0.0,1,0.0
13:00,2021,11,sc5,0.0,1,0.0
14:00,2021,11,sc5,0.0,1,0.0
15:00,2021,11,sc5,0.0,1,0.0
16:00,2021,11,sc5,0.0,1,0.0
17:00,2021,11,sc5,0.06,1,0.0
6:00,2021,12,sc5,1.0,0,0.0
7:00,2021,12,sc5,1.0,0,0.0
8:00,2021,12,sc5,0.02,1,0.0
9:00,2021,12,sc5,0.0,1,0.0
10:00,2021,12,sc5,0.0,1,0.0
11:00,2021,12,sc5,0.0,1,0.0
12:00,2021,12,sc5,0.0,1,0.0
13:00,2021,12,sc5,0.0,1,0.0
14:00,2021,12,sc5,0.0,1,0.03
15:00,2021,12,sc5,0.0,1,0.0
16:00,2021,12,sc5,0.0,1,0.0
17:00,2021,12,sc5,0.12,1,0.0
