timestamp,ghi_wm2,poa_wm2,tmod_c,tamb_c
2020-01-02 22:30:00,0.0,1.026,12.495,25.756
2020-01-02 23:00:00,0.0,1.03,12.454,25.471
2020-01-02 23:30:00,0.0,1.028,12.156,24.9
2020-01-03 00:00:00,0.0,1.025,9.199,18.327
2020-01-03 00:30:00,0.0,1.025,9.122,18.189
2020-01-03 01:00:00,0.0,1.021,9.31,18.792
2020-01-03 01:30:00,0.0,1.015,9.411,19.326
2020-01-03 02:00:00,0.0,1.015,9.447,19.121
2020-01-03 02:30:00,0.0,1.015,9.699,19.402
2020-01-03 03:00:00,0.0,1.015,10.335,20.702
2020-01-03 03:30:00,0.0,1.009,10.898,21.344
2020-01-03 04:00:00,0.0,1.006,10.982,21.8
2020-01-03 04:30:00,0.0,1.003,10.863,21.566
2020-01-03 05:00:00,0.0,1.001,9.975,20.296
2020-01-03 05:30:00,0.001,1.041,9.804,19.959
2020-01-03 06:00:00,5.838,7.684,9.692,19.836
2020-01-03 06:30:00,31.1,32.793,10.711,21.075
2020-01-03 07:00:00,172.773,266.92,12.058,22.647
2020-01-03 07:30:00,288.337,412.405,17.485,29.055
2020-01-03 08:00:00,406.16,546.323,33.444,41.503
2020-01-03 08:30:00,516.847,663.099,33.863,41.865
2020-01-03 09:00:00,625.553,763.226,36.529,42.744
2020-01-03 09:30:00,680.551,796.309,41.592,44.328
2020-01-03 10:00:00,810.93,910.179,43.58,44.676
2020-01-03 10:30:00,884.969,983.117,41.628,44.221
2020-01-03 11:00:00,918.391,1000.796,43.406,44.631
2020-01-03 11:30:00,895.64,954.698,49.086,44.788
2020-01-03 12:00:00,833.08,863.518,44.574,44.786
2020-01-03 12:30:00,960.243,968.116,52.968,43.837
2020-01-03 13:00:00,687.87,666.594,47.56,43.696
2020-01-03 13:30:00,629.663,177.59,32.66,42.574
2020-01-03 14:00:00,286.425,131.188,29.763,41.707
2020-01-03 14:30:00,469.938,168.685,26.612,40.249
2020-01-03 15:00:00,414.167,147.217,27.127,41.084
2020-01-03 15:30:00,226.078,93.802,25.061,40.036
2020-01-03 16:00:00,51.305,50.764,24.075,39.649
2020-01-03 16:30:00,48.129,19.694,22.899,38.767
2020-01-03 17:00:00,126.381,40.753,19.67,35.634
2020-01-03 17:30:00,52.559,31.051,17.463,33.246
2020-01-03 18:00:00,0.28,1.667,16.301,31.789
2020-01-03 18:30:00,0.0,1.053,14.703,29.113
2020-01-03 19:00:00,0.0,1.047,13.525,26.794
2020-01-03 19:30:00,0.0,1.046,12.74,25.434
2020-01-03 20:00:00,0.0,1.032,12.54,25.023
2020-01-03 20:30:00,0.013,1.03,11.945,23.914
2020-01-03 21:00:00,0.11,1.03,11.81,23.64
2020-01-03 21:30:00,0.0,1.026,11.96,24.007
2020-01-03 22:00:00,0.281,1.029,11.676,23.441
2020-01-03 22:30:00,0.005,1.026,11.618,23.448
2020-01-03 23:00:00,0.009,1.025,11.392,23.122
2020-01-03 23:30:00,0.0,1.011,11.8,23.83
2020-01-04 00:00:00,0.045,1.019,14.508,27.408
2020-01-04 00:30:00,0.0,1.015,14.217,26.729
2020-01-04 01:00:00,0.0,1.005,14.411,27.165
2020-01-04 01:30:00,0.0,1.003,14.829,27.965
2020-01-04 02:00:00,0.0,1.005,14.712,27.69
2020-01-04 02:30:00,0.0,1.001,14.44,27.091
2020-01-04 03:00:00,0.0,1.003,13.727,26.185
2020-01-04 03:30:00,0.164,1.006,12.935,25.435
2020-01-04 04:00:00,0.0,1.001,11.658,23.623
2020-01-04 04:30:00,0.0,0.993,12.779,24.978
2020-01-04 05:00:00,0.0,0.999,13.296,25.85
2020-01-04 05:30:00,0.052,1.129,12.584,24.966
2020-01-04 06:00:00,10.279,11.425,12.101,24.151
2020-01-04 06:30:00,36.528,37.356,12.426,23.964
2020-01-04 07:00:00,174.389,266.095,14.87,26.756
2020-01-04 07:30:00,296.803,425.759,19.215,31.863
2020-01-04 08:00:00,411.482,558.633,27.655,38.588
2020-01-04 08:30:00,531.031,681.548,24.26,36.621
2020-01-04 09:00:00,642.22,784.905,17.95,31.508
2020-01-04 09:30:00,720.731,842.299,21.069,34.274
2020-01-04 10:00:00,786.407,890.508,19.447,33.162
2020-01-04 10:30:00,850.109,937.198,15.037,28.758
2020-01-04 11:00:00,891.373,957.744,14.596,27.601
2020-01-04 11:30:00,917.484,966.138,16.33,29.271
2020-01-04 12:00:00,908.764,936.289,17.192,30.376
2020-01-04 12:30:00,864.249,865.113,22.228,35.222
2020-01-04 13:00:00,570.748,531.422,23.735,36.438
2020-01-04 13:30:00,690.06,240.318,18.92,32.61
2020-01-04 14:00:00,442.397,216.614,18.631,32.427
2020-01-04 14:30:00,719.382,236.679,19.435,33.241
2020-01-04 15:00:00,580.493,200.369,21.007,34.255
2020-01-04 15:30:00,531.657,204.536,23.389,36.624
2020-01-04 16:00:00,442.647,195.485,22.236,36.181
2020-01-04 16:30:00,342.071,168.09,21.653,35.688
2020-01-04 17:00:00,194.09,110.272,18.101,32.339
2020-01-04 17:30:00,35.957,26.192,16.304,30.199
2020-01-04 18:00:00,0.0,1.635,15.433,29.013
2020-01-04 18:30:00,0.0,1.058,14.962,28.571
2020-01-04 19:00:00,0.0,1.053,14.005,27.142
2020-01-04 19:30:00,0.0,1.047,13.695,26.745
2020-01-04 20:00:00,0.0,1.044,12.799,25.364
2020-01-04 20:30:00,0.0,1.038,12.745,25.154
2020-01-04 21:00:00,0.0,1.036,13.549,25.959
2020-01-04 21:30:00,0.0,1.039,14.132,26.902
2020-01-04 22:00:00,0.0,1.036,14.68,27.582
2020-01-04 22:30:00,0.0,1.031,14.346,27.154
2020-01-04 23:00:00,0.0,1.031,12.475,24.971
2020-01-04 23:30:00,0.0,1.025,13.431,26.167
2020-01-05 00:00:00,0.0,1.026,14.179,28.319
2020-01-05 00:30:00,0.0,1.022,12.699,26.244
2020-01-05 01:00:00,0.0,1.023,12.215,25.885
2020-01-05 01:30:00,0.0,1.019,12.662,26.262
2020-01-05 02:00:00,0.0,1.016,12.271,25.779
2020-01-05 02:30:00,0.0,1.01,11.861,24.733
2020-01-05 03:00:00,0.0,1.013,11.673,23.942
2020-01-05 03:30:00,0.0,1.009,11.523,23.09
2020-01-05 04:00:00,0.0,1.003,11.778,23.454
2020-01-05 04:30:00,0.029,1.002,12.093,23.933
2020-01-05 05:00:00,0.01,1.0,11.937,23.672
2020-01-05 05:30:00,0.0,1.04,11.843,23.413
2020-01-05 06:00:00,5.859,6.971,11.971,23.611
2020-01-05 06:30:00,24.855,22.766,12.371,24.187
2020-01-05 07:00:00,180.199,284.177,12.217,23.764
2020-01-05 07:30:00,299.113,432.709,12.989,24.955
2020-01-05 08:00:00,425.331,574.281,13.559,25.495
2020-01-05 08:30:00,535.118,685.713,14.521,26.692
2020-01-05 09:00:00,642.373,783.587,16.034,28.049
2020-01-05 09:30:00,728.567,848.844,20.003,32.218
2020-01-05 10:00:00,806.941,910.201,26.677,37.872
2020-01-05 10:30:00,861.647,944.247,25.929,37.802
2020-01-05 11:00:00,909.765,978.588,34.814,41.707
2020-01-05 11:30:00,945.732,998.069,40.516,43.6
2020-01-05 12:00:00,970.349,1002.4,28.471,39.086
2020-01-05 12:30:00,911.069,908.373,31.178,41.17
2020-01-05 13:00:00,323.768,303.822,29.425,40.472
2020-01-05 13:30:00,365.583,183.537,27.552,39.138
2020-01-05 14:00:00,251.899,169.651,21.354,34.985
2020-01-05 14:30:00,116.445,89.84,22.486,35.968
2020-01-05 15:00:00,422.837,156.131,26.512,38.421
2020-01-05 15:30:00,362.536,138.802,22.634,35.684
2020-01-05 16:00:00,376.054,107.095,19.762,33.518
2020-01-05 16:30:00,221.068,60.623,18.028,31.843
2020-01-05 17:00:00,83.333,24.523,16.369,30.263
2020-01-05 17:30:00,4.236,4.939,15.541,29.692
2020-01-05 18:00:00,0.0,1.092,14.55,28.765
2020-01-05 18:30:00,0.0,1.051,13.475,27.141
2020-01-05 19:00:00,0.0,1.04,13.274,26.438
2020-01-05 19:30:00,0.0,1.039,12.957,25.736
2020-01-05 20:00:00,0.0,1.03,12.712,25.348
2020-01-05 20:30:00,0.0,1.028,12.602,25.434
2020-01-05 21:00:00,0.0,1.027,12.265,24.682
2020-01-05 21:30:00,0.0,1.026,12.091,24.225
2020-01-05 22:00:00,0.0,1.025,11.814,23.774
2020-01-05 22:30:00,0.0,1.024,11.578,23.604
2020-01-05 23:00:00,0.0,1.024,11.637,23.816
2020-01-05 23:30:00,0.0,1.022,12.189,24.292
2020-01-06 00:00:00,0.0,1.014,12.318,24.166
2020-01-06 00:30:00,0.048,1.014,12.227,24.101
2020-01-06 01:00:00,0.011,1.015,12.077,23.851
2020-01-06 01:30:00,0.0,1.009,12.094,23.862
2020-01-06 02:00:00,0.069,1.013,12.135,23.925
2020-01-06 02:30:00,0.0,1.01,12.124,23.909
2020-01-06 03:00:00,0.0,0.99,12.186,23.835
2020-01-06 03:30:00,0.0,0.99,11.677,23.437
2020-01-06 04:00:00,0.0,0.995,11.759,23.25
2020-01-06 04:30:00,0.0,0.999,11.997,23.365
2020-01-06 05:00:00,0.0,0.996,11.852,22.866
2020-01-06 05:30:00,0.037,1.209,11.512,22.294
2020-01-06 06:00:00,9.011,9.878,12.062,23.124
2020-01-06 06:30:00,36.962,35.822,14.732,26.335
2020-01-06 07:00:00,162.671,241.024,17.043,29.322
2020-01-06 07:30:00,283.023,395.005,18.8,31.244
2020-01-06 08:00:00,402.763,533.8,22.16,34.508
2020-01-06 08:30:00,507.644,639.32,30.489,40.037
2020-01-06 09:00:00,614.931,745.406,37.581,43.507
2020-01-06 09:30:00,707.497,824.991,27.89,39.182
2020-01-06 10:00:00,792.666,889.055,27.02,38.973
2020-01-06 10:30:00,837.82,919.786,29.321,40.373
2020-01-06 11:00:00,883.608,949.812,34.1,42.866
2020-01-06 11:30:00,941.059,991.671,29.102,40.786
2020-01-06 12:00:00,938.157,972.537,29.04,40.506
2020-01-06 12:30:00,944.192,961.138,30.104,40.226
2020-01-06 13:00:00,823.998,800.965,26.936,39.314
2020-01-06 13:30:00,683.744,236.778,21.928,35.798
2020-01-06 14:00:00,811.759,170.878,22.539,36.2
2020-01-06 14:30:00,764.268,219.678,13.994,27.454
2020-01-06 15:00:00,686.922,203.846,14.701,28.244
2020-01-06 15:30:00,475.451,199.769,16.64,30.459
2020-01-06 16:00:00,342.863,141.097,16.631,30.514
2020-01-06 16:30:00,252.704,131.463,17.447,31.112
2020-01-06 17:00:00,90.542,53.809,16.247,29.674
2020-01-06 17:30:00,8.838,5.269,15.881,29.48
2020-01-06 18:00:00,0.0,1.058,14.172,27.322
2020-01-06 18:30:00,0.0,1.048,13.624,26.806
2020-01-06 19:00:00,0.0,1.044,12.947,26.131
2020-01-06 19:30:00,0.0,1.049,12.656,25.237
2020-01-06 20:00:00,0.0,1.042,12.561,25.098
2020-01-06 20:30:00,0.0,1.036,12.164,24.344
2020-01-06 21:00:00,0.0,1.027,12.325,24.275
2020-01-06 21:30:00,0.0,1.023,12.305,24.289
2020-01-06 22:00:00,0.0,1.021,12.745,24.963
2020-01-06 22:30:00,0.004,1.02,12.018,24.082
2020-01-06 23:00:00,0.006,1.019,11.189,22.568
2020-01-06 23:30:00,0.0,1.017,10.751,21.679
2020-01-07 00:00:00,0.0,1.012,11.498,22.657
2020-01-07 00:30:00,0.0,1.012,10.794,21.523
2020-01-07 01:00:00,0.0,1.007,11.028,21.79
2020-01-07 01:30:00,0.0,1.008,11.884,23.002
2020-01-07 02:00:00,0.0,1.008,12.54,23.973
2020-01-07 02:30:00,0.0,1.009,12.584,24.032
2020-01-07 03:00:00,0.0,1.007,12.441,24.116
2020-01-07 03:30:00,0.0,1.002,11.15,22.251
2020-01-07 04:00:00,0.0,0.988,10.739,21.674
2020-01-07 04:30:00,0.0,0.983,10.782,21.212
2020-01-07 05:00:00,0.0,0.991,10.519,21.284
2020-01-07 05:30:00,0.0,1.055,10.364,20.78
2020-01-07 06:00:00,6.221,7.542,10.534,20.584
2020-01-07 06:30:00,27.99,26.611,12.63,23.143
2020-01-07 07:00:00,171.57,264.107,16.186,27.782
2020-01-07 07:30:00,287.784,409.594,19.627,31.865
2020-01-07 08:00:00,397.77,534.058,28.705,38.608
2020-01-07 08:30:00,517.204,660.316,44.183,44.923
2020-01-07 09:00:00,623.292,759.06,47.234,45.143
2020-01-07 09:30:00,723.698,846.693,36.908,42.954
2020-01-07 10:00:00,813.648,920.594,32.216,41.466
2020-01-07 10:30:00,868.597,959.6,32.743,42.127
2020-01-07 11:00:00,916.864,990.536,30.775,40.822
2020-01-07 11:30:00,966.537,1019.238,31.7,41.625
2020-01-07 12:00:00,987.146,1029.598,33.306,42.461
2020-01-07 12:30:00,998.274,1015.44,32.401,41.664
2020-01-07 13:00:00,964.729,958.861,46.632,44.899
2020-01-07 13:30:00,871.122,132.456,26.548,38.189
2020-01-07 14:00:00,722.956,66.536,34.558,42.115
2020-01-07 14:30:00,624.741,42.501,25.273,38.856
2020-01-07 15:00:00,669.922,38.759,21.116,35.503
2020-01-07 15:30:00,552.112,36.072,21.029,34.683
2020-01-07 16:00:00,411.6,31.254,20.682,34.724
2020-01-07 16:30:00,261.05,31.186,18.697,32.729
2020-01-07 17:00:00,163.759,53.807,16.724,30.972
2020-01-07 17:30:00,46.612,28.148,14.962,29.058
2020-01-07 18:00:00,0.056,1.89,14.083,27.5
2020-01-07 18:30:00,0.0,1.038,13.835,27.533
2020-01-07 19:00:00,0.0,1.026,13.407,26.8
2020-01-07 19:30:00,0.0,1.02,13.852,27.287
2020-01-07 20:00:00,0.0,1.011,13.277,26.34
2020-01-07 20:30:00,0.0,1.009,12.745,25.391
2020-01-07 21:00:00,0.0,1.007,12.508,24.827
2020-01-07 21:30:00,0.0,1.005,12.324,24.428
2020-01-07 22:00:00,0.0,1.0,11.268,22.774
2020-01-07 22:30:00,0.0,1.0,10.945,22.187
2020-01-07 23:00:00,0.0,0.998,11.037,21.872
2020-01-07 23:30:00,0.0,0.994,11.026,21.998
2020-01-08 00:00:00,0.0,0.994,10.222,20.502
2020-01-08 00:30:00,0.0,0.989,10.173,19.586
2020-01-08 01:00:00,0.0,0.989,10.601,20.232
2020-01-08 01:30:00,0.0,0.988,11.262,21.516
2020-01-08 02:00:00,0.0,0.981,10.965,20.892
2020-01-08 02:30:00,0.0,0.975,10.748,20.477
2020-01-08 03:00:00,0.009,0.974,11.161,21.234
2020-01-08 03:30:00,0.0,0.978,10.822,20.595
2020-01-08 04:00:00,0.0,0.977,10.751,20.765
2020-01-08 04:30:00,0.0,0.973,11.171,21.786
2020-01-08 05:00:00,0.015,0.973,11.213,21.7
2020-01-08 05:30:00,0.003,1.031,11.301,21.732
2020-01-08 06:00:00,6.812,8.028,11.614,22.228
2020-01-08 06:30:00,24.355,21.556,12.511,23.406
2020-01-08 07:00:00,176.401,280.638,15.378,26.811
2020-01-08 07:30:00,294.525,426.423,18.992,31.437
2020-01-08 08:00:00,414.421,557.836,20.893,33.513
2020-01-08 08:30:00,509.3,650.717,23.712,35.488
2020-01-08 09:00:00,606.521,737.701,29.427,39.222
2020-01-08 09:30:00,691.608,808.211,37.389,42.917
2020-01-08 10:00:00,761.122,858.862,47.005,44.392
2020-01-08 10:30:00,835.647,919.784,46.749,44.461
2020-01-08 11:00:00,897.222,968.315,46.631,44.55
2020-01-08 11:30:00,936.771,992.797,47.616,44.602
2020-01-08 12:00:00,971.625,1013.783,44.763,44.342
2020-01-08 12:30:00,974.813,1002.107,48.347,44.665
2020-01-08 13:00:00,954.14,966.2,46.724,44.673
2020-01-08 13:30:00,921.856,131.446,38.773,43.704
2020-01-08 14:00:00,882.064,77.811,40.377,44.127
2020-01-08 14:30:00,811.705,88.798,38.67,42.896
2020-01-08 15:00:00,692.215,65.905,22.879,35.28
2020-01-08 15:30:00,568.239,57.463,19.571,32.831
2020-01-08 16:00:00,428.757,34.081,17.557,31.09
2020-01-08 16:30:00,294.156,25.378,16.354,29.841
2020-01-08 17:00:00,166.159,20.064,15.338,29.099
2020-01-08 17:30:00,45.281,11.808,14.017,28.1
2020-01-08 18:00:00,0.199,1.856,13.085,26.422
2020-01-08 18:30:00,0.0,1.044,12.288,25.029
2020-01-08 19:00:00,0.0,1.036,11.788,24.228
2020-01-08 19:30:00,0.0,1.027,11.282,23.33
2020-01-08 20:00:00,0.0,1.019,11.26,22.613
2020-01-08 20:30:00,0.015,1.016,11.016,22.685
2020-01-08 21:00:00,0.506,1.018,11.039,22.747
2020-01-08 21:30:00,0.0,1.01,11.124,22.734
2020-01-08 22:00:00,0.0,1.008,10.718,22.013
2020-01-08 22:30:00,0.0,1.006,10.393,21.751
2020-01-08 23:00:00,0.0,1.004,9.924,20.169
2020-01-08 23:30:00,0.0,1.001,9.125,18.248
2020-01-09 00:00:00,0.0,1.0,12.491,24.734
2020-01-09 00:30:00,0.0,0.997,12.412,24.028
2020-01-09 01:00:00,0.009,0.993,12.772,24.55
2020-01-09 01:30:00,0.0,0.991,12.004,23.963
2020-01-09 02:00:00,0.0,0.987,12.392,24.042
2020-01-09 02:30:00,0.0,0.981,12.129,24.168
2020-01-09 03:00:00,0.0,0.981,12.331,23.775
2020-01-09 03:30:00,0.0,0.983,11.606,22.771
2020-01-09 04:00:00,0.0,0.979,10.536,21.26
2020-01-09 04:30:00,0.0,0.978,10.044,20.446
2020-01-09 05:00:00,0.0,0.972,9.943,19.972
2020-01-09 05:30:00,0.096,0.995,9.653,19.323
2020-01-09 06:00:00,5.856,6.761,9.568,18.991
2020-01-09 06:30:00,21.413,18.848,11.167,21.538
2020-01-09 07:00:00,166.584,267.515,15.321,26.916
2020-01-09 07:30:00,274.221,402.724,18.721,30.834
2020-01-09 08:00:00,369.785,501.597,30.508,39.992
2020-01-09 08:30:00,476.391,608.284,27.181,38.284
2020-01-09 09:00:00,595.241,724.944,28.68,38.683
2020-01-09 09:30:00,726.658,856.693,34.94,42.004
2020-01-09 10:00:00,815.684,927.794,27.408,38.667
2020-01-09 10:30:00,906.856,1005.491,25.595,37.498
2020-01-09 11:00:00,964.785,1033.756,27.23,38.725
2020-01-09 11:30:00,1002.895,1053.833,27.717,39.075
2020-01-09 12:00:00,1031.704,1061.428,33.294,42.138
2020-01-09 12:30:00,937.798,948.791,32.195,41.919
2020-01-09 13:00:00,917.24,901.108,34.49,42.892
2020-01-09 13:30:00,698.172,239.766,41.012,44.638
2020-01-09 14:00:00,725.198,133.862,39.485,43.444
2020-01-09 14:30:00,737.095,114.849,42.596,44.102
2020-01-09 15:00:00,572.91,100.121,36.352,42.879
2020-01-09 15:30:00,512.662,73.5,23.321,37.438
2020-01-09 16:00:00,407.213,49.638,20.411,35.376
2020-01-09 16:30:00,294.414,32.488,18.558,33.942
2020-01-09 17:00:00,160.833,22.832,20.022,35.008
2020-01-09 17:30:00,44.378,12.587,18.655,33.454
2020-01-09 18:00:00,0.488,2.005,16.699,31.239
2020-01-09 18:30:00,0.0,1.043,14.505,28.599
2020-01-09 19:00:00,0.014,1.032,15.057,28.979
2020-01-09 19:30:00,0.0,1.023,15.159,28.925
2020-01-09 20:00:00,0.055,1.019,15.054,28.75
2020-01-09 20:30:00,0.005,1.017,14.755,28.126
2020-01-09 21:00:00,0.089,1.011,13.85,26.873
2020-01-09 21:30:00,0.037,1.011,11.926,23.662
2020-01-09 22:00:00,0.032,1.003,11.566,23.073
2020-01-09 22:30:00,0.0,1.006,11.46,22.704
2020-01-09 23:00:00,0.0,1.007,11.472,22.493
2020-01-09 23:30:00,0.047,1.001,11.609,22.616
2020-01-10 00:00:00,0.056,1.0,11.474,22.779
2020-01-10 00:30:00,0.054,0.993,11.879,23.514
2020-01-10 01:00:00,0.034,0.989,12.312,23.71
2020-01-10 01:30:00,0.0,0.982,12.763,24.457
2020-01-10 02:00:00,0.0,0.985,12.564,24.048
2020-01-10 02:30:00,0.0,0.982,12.598,24.002
2020-01-10 03:00:00,0.0,0.986,11.853,22.761
2020-01-10 03:30:00,0.0,0.985,12.183,23.303
2020-01-10 04:00:00,0.0,0.984,12.182,23.662
2020-01-10 04:30:00,0.0,0.988,11.982,23.143
2020-01-10 05:00:00,0.0,0.981,11.413,22.048
2020-01-10 05:30:00,0.015,1.008,11.627,22.446
2020-01-10 06:00:00,5.086,5.825,12.515,23.519
2020-01-10 06:30:00,19.65,16.645,14.565,26.498
2020-01-10 07:00:00,177.709,284.249,18.478,30.637
2020-01-10 07:30:00,298.498,439.383,23.228,35.34
2020-01-10 08:00:00,418.336,573.025,25.333,36.883
2020-01-10 08:30:00,534.349,688.718,28.891,39.308
2020-01-10 09:00:00,646.023,791.984,23.005,35.894
2020-01-10 09:30:00,747.802,878.814,30.916,40.301
2020-01-10 10:00:00,835.621,949.099,31.097,41.185
2020-01-10 10:30:00,907.246,1002.375,34.109,41.86
2020-01-10 11:00:00,962.136,1036.372,43.262,44.374
2020-01-10 11:30:00,995.158,1049.295,44.017,44.807
2020-01-10 12:00:00,999.418,1040.536,35.069,42.491
2020-01-10 12:30:00,992.813,1013.707,27.756,39.979
2020-01-10 13:00:00,962.229,966.566,26.055,38.338
2020-01-10 13:30:00,913.009,122.167,27.89,39.208
2020-01-10 14:00:00,845.48,39.399,24.088,36.342
2020-01-10 14:30:00,757.869,36.195,21.358,34.32
2020-01-10 15:00:00,659.671,34.39,22.576,35.544
2020-01-10 15:30:00,547.328,33.758,19.989,33.945
2020-01-10 16:00:00,422.85,31.102,16.752,31.858
2020-01-10 16:30:00,288.511,29.709,16.156,31.482
2020-01-10 17:00:00,112.949,23.05,14.96,29.031
2020-01-10 17:30:00,48.015,14.923,14.192,27.736
2020-01-10 18:00:00,0.202,1.81,13.078,25.882
2020-01-10 18:30:00,0.0,1.038,12.658,25.193
2020-01-10 19:00:00,0.0,1.037,12.201,24.257
2020-01-10 19:30:00,0.0,1.036,11.335,22.706
2020-01-10 20:00:00,0.0,1.03,10.974,21.627
2020-01-10 20:30:00,0.0,1.023,11.213,22.031
2020-01-10 21:00:00,0.0,1.021,11.469,22.936
2020-01-10 21:30:00,0.0,1.014,10.605,21.373
2020-01-10 22:00:00,0.0,1.015,10.554,21.138
2020-01-10 22:30:00,0.0,1.012,10.205,20.448
2020-01-10 23:00:00,0.0,0.998,10.604,21.448
