timestamp,ghi_wm2,poa_wm2,tmod_c,tamb_c
2020-01-02 14:00:00,495.394,184.268,26.759,39.182
2020-01-02 15:00:00,294.882,114.2,23.345,36.789
2020-01-02 16:00:00,303.892,99.704,20.483,35.541
2020-01-02 17:00:00,131.718,75.58,17.598,32.92
2020-01-02 18:00:00,0.0,1.33,14.866,29.301
2020-01-02 19:00:00,0.0,1.049,13.705,27.559
2020-01-02 20:00:00,0.0,1.044,13.098,26.35
2020-01-02 21:00:00,0.0,1.04,12.986,26.509
2020-01-02 22:00:00,0.0,1.029,12.414,25.603
2020-01-02 23:00:00,0.0,1.029,12.305,25.185
2020-01-03 00:00:00,0.0,1.025,9.161,18.258
2020-01-03 01:00:00,0.0,1.018,9.36,19.059
2020-01-03 02:00:00,0.0,1.015,9.573,19.261
2020-01-03 03:00:00,0.0,1.012,10.616,21.023
2020-01-03 04:00:00,0.0,1.004,10.922,21.683
2020-01-03 05:00:00,0.0,1.021,9.89,20.128
2020-01-03 06:00:00,18.469,20.238,10.201,20.455
2020-01-03 07:00:00,230.555,339.662,14.772,25.851
2020-01-03 08:00:00,461.504,604.711,33.654,41.684
2020-01-03 09:00:00,653.052,779.767,39.06,43.536
2020-01-03 10:00:00,847.95,946.648,42.604,44.448
2020-01-03 11:00:00,907.015,977.747,46.246,44.71
2020-01-03 12:00:00,896.662,915.817,48.771,44.312
2020-01-03 13:00:00,658.767,422.092,40.11,43.135
2020-01-03 14:00:00,378.182,149.936,28.188,40.978
2020-01-03 15:00:00,320.122,120.509,26.094,40.56
2020-01-03 16:00:00,49.717,35.229,23.487,39.208
2020-01-03 17:00:00,89.47,35.902,18.566,34.44
2020-01-03 18:00:00,0.14,1.36,15.502,30.451
2020-01-03 19:00:00,0.0,1.046,13.133,26.114
2020-01-03 20:00:00,0.006,1.031,12.243,24.468
2020-01-03 21:00:00,0.055,1.028,11.885,23.823
2020-01-03 22:00:00,0.143,1.028,11.647,23.444
2020-01-03 23:00:00,0.004,1.018,11.596,23.476
2020-01-04 00:00:00,0.023,1.017,14.362,27.069
2020-01-04 01:00:00,0.0,1.004,14.62,27.565
2020-01-04 02:00:00,0.0,1.003,14.576,27.39
2020-01-04 03:00:00,0.082,1.004,13.331,25.81
2020-01-04 04:00:00,0.0,0.997,12.218,24.3
2020-01-04 05:00:00,0.026,1.064,12.94,25.408
2020-01-04 06:00:00,23.404,24.391,12.264,24.058
2020-01-04 07:00:00,235.596,345.927,17.042,29.31
2020-01-04 08:00:00,471.257,620.09,25.958,37.604
2020-01-04 09:00:00,681.476,813.602,19.509,32.89
2020-01-04 10:00:00,818.258,913.853,17.242,30.96
2020-01-04 11:00:00,904.429,961.941,15.463,28.436
2020-01-04 12:00:00,886.506,900.701,19.71,32.799
2020-01-04 13:00:00,630.404,385.87,21.328,34.524
2020-01-04 14:00:00,580.89,226.646,19.033,32.834
2020-01-04 15:00:00,556.075,202.452,22.198,35.439
2020-01-04 16:00:00,392.359,181.787,21.945,35.934
2020-01-04 17:00:00,115.023,68.232,17.202,31.269
2020-01-04 18:00:00,0.0,1.346,15.198,28.792
2020-01-04 19:00:00,0.0,1.05,13.85,26.944
2020-01-04 20:00:00,0.0,1.041,12.772,25.259
2020-01-04 21:00:00,0.0,1.037,13.841,26.431
2020-01-04 22:00:00,0.0,1.034,14.513,27.368
2020-01-04 23:00:00,0.0,1.028,12.953,25.569
2020-01-05 00:00:00,0.0,1.024,13.439,27.282
2020-01-05 01:00:00,0.0,1.021,12.438,26.074
2020-01-05 02:00:00,0.0,1.013,12.066,25.256
2020-01-05 03:00:00,0.0,1.011,11.598,23.516
2020-01-05 04:00:00,0.014,1.003,11.936,23.694
2020-01-05 05:00:00,0.005,1.02,11.89,23.542
2020-01-05 06:00:00,15.357,14.869,12.171,23.899
2020-01-05 07:00:00,239.656,358.443,12.603,24.36
2020-01-05 08:00:00,480.225,629.997,14.04,26.093
2020-01-05 09:00:00,685.47,816.216,18.018,30.134
2020-01-05 10:00:00,834.294,927.224,26.303,37.837
2020-01-05 11:00:00,927.748,988.328,37.665,42.653
2020-01-05 12:00:00,940.709,955.386,29.824,40.128
2020-01-05 13:00:00,344.676,243.68,28.488,39.805
2020-01-05 14:00:00,184.172,129.746,21.92,35.477
2020-01-05 15:00:00,392.687,147.466,24.573,37.052
2020-01-05 16:00:00,298.561,83.859,18.895,32.68
2020-01-05 17:00:00,43.785,14.731,15.955,29.977
2020-01-05 18:00:00,0.0,1.072,14.012,27.953
2020-01-05 19:00:00,0.0,1.039,13.116,26.087
2020-01-05 20:00:00,0.0,1.029,12.657,25.391
2020-01-05 21:00:00,0.0,1.026,12.178,24.453
2020-01-05 22:00:00,0.0,1.024,11.696,23.689
2020-01-05 23:00:00,0.0,1.023,11.913,24.054
2020-01-06 00:00:00,0.024,1.014,12.273,24.133
2020-01-06 01:00:00,0.006,1.012,12.085,23.856
2020-01-06 02:00:00,0.034,1.012,12.13,23.917
2020-01-06 03:00:00,0.0,0.99,11.931,23.636
2020-01-06 04:00:00,0.0,0.997,11.878,23.307
2020-01-06 05:00:00,0.019,1.103,11.682,22.58
2020-01-06 06:00:00,22.987,22.85,13.397,24.73
2020-01-06 07:00:00,222.847,318.014,17.921,30.283
2020-01-06 08:00:00,455.204,586.56,26.325,37.273
2020-01-06 09:00:00,661.214,785.199,32.736,41.344
2020-01-06 10:00:00,815.243,904.421,28.17,39.673
2020-01-06 11:00:00,912.333,970.742,31.601,41.826
2020-01-06 12:00:00,941.174,966.837,29.572,40.366
2020-01-06 13:00:00,753.871,518.871,24.432,37.556
2020-01-06 14:00:00,788.014,195.278,18.267,31.827
2020-01-06 15:00:00,581.186,201.808,15.67,29.351
2020-01-06 16:00:00,297.784,136.28,17.039,30.813
2020-01-06 17:00:00,49.69,29.539,16.064,29.577
2020-01-06 18:00:00,0.0,1.053,13.898,27.064
2020-01-06 19:00:00,0.0,1.047,12.802,25.684
2020-01-06 20:00:00,0.0,1.039,12.363,24.721
2020-01-06 21:00:00,0.0,1.025,12.315,24.282
2020-01-06 22:00:00,0.002,1.02,12.382,24.523
2020-01-06 23:00:00,0.003,1.018,10.97,22.123
2020-01-07 00:00:00,0.0,1.012,11.146,22.09
2020-01-07 01:00:00,0.0,1.008,11.456,22.396
2020-01-07 02:00:00,0.0,1.009,12.562,24.003
2020-01-07 03:00:00,0.0,1.004,11.796,23.184
2020-01-07 04:00:00,0.0,0.986,10.76,21.443
2020-01-07 05:00:00,0.0,1.023,10.442,21.032
2020-01-07 06:00:00,17.106,17.077,11.582,21.863
2020-01-07 07:00:00,229.677,336.851,17.906,29.824
2020-01-07 08:00:00,457.487,597.187,36.444,41.765
2020-01-07 09:00:00,673.495,802.876,42.071,44.048
2020-01-07 10:00:00,841.122,940.097,32.479,41.797
2020-01-07 11:00:00,941.701,1004.887,31.238,41.223
2020-01-07 12:00:00,992.71,1022.519,32.854,42.062
2020-01-07 13:00:00,917.925,545.658,36.59,41.544
2020-01-07 14:00:00,673.849,54.519,29.915,40.485
2020-01-07 15:00:00,611.017,37.415,21.072,35.093
2020-01-07 16:00:00,336.325,31.22,19.69,33.726
2020-01-07 17:00:00,105.186,40.978,15.843,30.015
2020-01-07 18:00:00,0.028,1.464,13.959,27.516
2020-01-07 19:00:00,0.0,1.023,13.629,27.043
2020-01-07 20:00:00,0.0,1.01,13.011,25.865
2020-01-07 21:00:00,0.0,1.006,12.416,24.627
2020-01-07 22:00:00,0.0,1.0,11.107,22.48
2020-01-07 23:00:00,0.0,0.996,11.032,21.935
2020-01-08 00:00:00,0.0,0.992,10.197,20.044
2020-01-08 01:00:00,0.0,0.989,10.932,20.874
2020-01-08 02:00:00,0.0,0.978,10.857,20.685
2020-01-08 03:00:00,0.005,0.976,10.991,20.914
2020-01-08 04:00:00,0.0,0.975,10.961,21.275
2020-01-08 05:00:00,0.009,1.002,11.257,21.716
2020-01-08 06:00:00,15.584,14.792,12.062,22.817
2020-01-08 07:00:00,235.463,353.53,17.185,29.124
2020-01-08 08:00:00,461.861,604.277,22.303,34.501
2020-01-08 09:00:00,649.065,772.956,33.408,41.069
2020-01-08 10:00:00,798.384,889.323,46.877,44.426
2020-01-08 11:00:00,916.997,980.556,47.124,44.576
2020-01-08 12:00:00,973.219,1007.945,46.555,44.503
2020-01-08 13:00:00,937.998,548.823,42.748,44.188
2020-01-08 14:00:00,846.884,83.305,39.524,43.512
2020-01-08 15:00:00,630.227,61.684,21.225,34.055
2020-01-08 16:00:00,361.457,29.73,16.956,30.465
2020-01-08 17:00:00,105.72,15.936,14.678,28.599
2020-01-08 18:00:00,0.099,1.45,12.687,25.726
2020-01-08 19:00:00,0.0,1.032,11.535,23.779
2020-01-08 20:00:00,0.008,1.017,11.138,22.649
2020-01-08 21:00:00,0.253,1.014,11.081,22.74
2020-01-08 22:00:00,0.0,1.007,10.556,21.882
2020-01-08 23:00:00,0.0,1.003,9.524,19.208
2020-01-09 00:00:00,0.0,0.998,12.452,24.381
2020-01-09 01:00:00,0.004,0.992,12.388,24.256
2020-01-09 02:00:00,0.0,0.984,12.26,24.105
2020-01-09 03:00:00,0.0,0.982,11.968,23.273
2020-01-09 04:00:00,0.0,0.979,10.29,20.853
2020-01-09 05:00:00,0.048,0.984,9.798,19.648
2020-01-09 06:00:00,13.634,12.804,10.368,20.265
2020-01-09 07:00:00,220.402,335.12,17.021,28.875
2020-01-09 08:00:00,423.088,554.941,28.844,39.138
2020-01-09 09:00:00,660.95,790.819,31.81,40.343
2020-01-09 10:00:00,861.27,966.642,26.501,38.083
2020-01-09 11:00:00,983.84,1043.795,27.473,38.9
2020-01-09 12:00:00,984.751,1005.11,32.744,42.029
2020-01-09 13:00:00,807.706,570.437,37.751,43.765
2020-01-09 14:00:00,731.146,124.355,41.04,43.773
2020-01-09 15:00:00,542.786,86.811,29.836,40.158
2020-01-09 16:00:00,350.813,41.063,19.484,34.659
2020-01-09 17:00:00,102.605,17.71,19.338,34.231
2020-01-09 18:00:00,0.244,1.524,15.602,29.919
2020-01-09 19:00:00,0.007,1.028,15.108,28.952
2020-01-09 20:00:00,0.03,1.018,14.904,28.438
2020-01-09 21:00:00,0.063,1.011,12.888,25.268
2020-01-09 22:00:00,0.016,1.005,11.513,22.889
2020-01-09 23:00:00,0.023,1.004,11.541,22.554
2020-01-10 00:00:00,0.055,0.996,11.676,23.147
2020-01-10 01:00:00,0.017,0.986,12.538,24.083
2020-01-10 02:00:00,0.0,0.984,12.581,24.025
2020-01-10 03:00:00,0.0,0.986,12.018,23.032
2020-01-10 04:00:00,0.0,0.986,12.082,23.403
2020-01-10 05:00:00,0.008,0.994,11.52,22.247
2020-01-10 06:00:00,12.368,11.235,13.54,25.008
2020-01-10 07:00:00,238.104,361.816,20.853,32.988
2020-01-10 08:00:00,476.342,630.871,27.112,38.095
2020-01-10 09:00:00,696.912,835.399,26.96,38.098
2020-01-10 10:00:00,871.434,975.737,32.603,41.523
2020-01-10 11:00:00,978.647,1042.834,43.64,44.59
2020-01-10 12:00:00,996.116,1027.122,31.412,41.235
2020-01-10 13:00:00,937.619,544.367,26.973,38.773
2020-01-10 14:00:00,801.675,37.797,22.723,35.331
2020-01-10 15:00:00,603.5,34.074,21.282,34.744
2020-01-10 16:00:00,355.681,30.406,16.454,31.67
2020-01-10 17:00:00,80.482,18.987,14.576,28.384
2020-01-10 18:00:00,0.101,1.424,12.868,25.538
2020-01-10 19:00:00,0.0,1.036,11.768,23.482
2020-01-10 20:00:00,0.0,1.026,11.094,21.829
2020-01-10 21:00:00,0.0,1.018,11.037,22.154
2020-01-10 22:00:00,0.0,1.014,10.38,20.793
2020-01-10 23:00:00,0.06,0.996,10.599,21.497
2020-01-11 00:00:00,0.362,0.994,13.426,25.612
2020-01-11 01:00:00,0.091,0.99,13.8,26.269
2020-01-11 02:00:00,0.024,0.987,13.98,26.678
2020-01-11 03:00:00,0.133,0.986,13.412,25.71
2020-01-11 04:00:00,0.0,0.975,14.312,27.154
2020-01-11 05:00:00,0.011,0.996,13.522,26.036
2020-01-11 06:00:00,19.166,18.907,12.929,24.978
2020-01-11 07:00:00,109.347,109.666,14.006,26.813
2020-01-11 08:00:00,229.789,220.828,17.413,30.379
2020-01-11 09:00:00,259.105,232.788,26.958,37.548
2020-01-11 10:00:00,335.471,301.01,43.658,45.022
2020-01-11 11:00:00,561.738,521.34,44.541,44.123
2020-01-11 12:00:00,612.015,564.698,26.944,39.547
2020-01-11 13:00:00,552.354,397.169,27.629,39.953
2020-01-11 14:00:00,537.562,304.874,25.05,38.036
2020-01-11 15:00:00,319.913,170.846,17.722,32.116
2020-01-11 16:00:00,103.012,82.468,14.236,27.52
2020-01-11 17:00:00,12.353,12.097,15.097,28.438
2020-01-11 18:00:00,0.004,1.13,14.875,28.396
2020-01-11 19:00:00,0.0,1.033,14.79,28.042
2020-01-11 20:00:00,0.0,1.031,15.118,28.734
2020-01-11 21:00:00,0.0,1.027,15.206,28.854
2020-01-11 22:00:00,0.0,1.023,14.809,28.319
2020-01-11 23:00:00,0.0,1.021,14.557,27.772
2020-01-12 00:00:00,0.0,1.016,14.418,27.399
2020-01-12 01:00:00,0.0,1.016,12.491,24.823
2020-01-12 02:00:00,0.0,1.011,12.272,24.722
2020-01-12 03:00:00,0.0,1.006,12.693,24.819
2020-01-12 04:00:00,0.0,1.008,13.164,25.275
2020-01-12 05:00:00,0.01,1.009,13.17,25.206
2020-01-12 06:00:00,20.872,19.348,14.427,26.358
2020-01-12 07:00:00,79.187,70.079,22.311,34.474
2020-01-12 08:00:00,207.856,183.861,25.974,37.75
2020-01-12 09:00:00,413.637,409.846,26.644,38.694
2020-01-12 10:00:00,359.619,329.317,25.343,37.886
2020-01-12 11:00:00,393.434,353.096,32.949,41.68
2020-01-12 12:00:00,412.118,370.717,28.944,39.363
2020-01-12 13:00:00,702.236,542.584,32.053,41.605
2020-01-12 14:00:00,434.406,250.127,25.75,39.502
2020-01-12 15:00:00,304.181,205.7,23.566,37.776
2020-01-12 16:00:00,205.913,106.761,15.034,29.09
2020-01-12 17:00:00,36.695,26.437,14.062,27.884
2020-01-12 18:00:00,0.185,1.247,13.873,27.194
2020-01-12 19:00:00,0.0,1.028,13.378,26.385
2020-01-12 20:00:00,0.0,1.025,13.848,27.294
2020-01-12 21:00:00,0.0,1.014,13.95,27.236
2020-01-12 22:00:00,0.0,1.013,13.469,26.439
2020-01-12 23:00:00,0.003,1.01,12.973,25.234
2020-01-13 00:00:00,0.196,1.01,11.758,23.311
2020-01-13 01:00:00,0.024,0.999,11.213,22.561
2020-01-13 02:00:00,0.391,1.0,11.314,22.573
2020-01-13 03:00:00,0.0,1.003,12.782,24.316
2020-01-13 04:00:00,0.0,0.997,12.697,24.05
2020-01-13 05:00:00,0.0,0.994,12.355,23.553
2020-01-13 06:00:00,23.172,24.378,12.864,23.977
2020-01-13 07:00:00,251.703,331.227,23.647,34.155
2020-01-13 08:00:00,522.337,673.756,36.499,42.48
2020-01-13 09:00:00,732.509,867.72,45.13,44.831
2020-01-13 10:00:00,917.044,1009.097,47.74,44.788
2020-01-13 11:00:00,979.88,1048.62,55.542,43.554
2020-01-13 12:00:00,993.82,1029.964,55.658,43.416
2020-01-13 13:00:00,959.444,565.123,43.113,42.664
2020-01-13 14:00:00,846.912,64.3,24.045,39.424
2020-01-13 15:00:00,482.861,46.103,21.316,37.469
2020-01-13 16:00:00,357.53,37.751,18.391,33.828
2020-01-13 17:00:00,118.359,17.226,15.438,30.02
2020-01-13 18:00:00,0.445,1.578,13.853,27.505
2020-01-13 19:00:00,0.0,1.026,12.936,26.101
2020-01-13 20:00:00,0.0,1.013,11.879,24.35
2020-01-13 21:00:00,0.0,1.008,11.36,23.02
2020-01-13 22:00:00,0.0,1.0,10.44,20.961
2020-01-13 23:00:00,0.0,1.003,10.059,19.925
2020-01-14 00:00:00,0.0,0.998,9.87,19.491
2020-01-14 01:00:00,0.0,0.994,9.216,18.371
2020-01-14 02:00:00,0.0,0.991,9.08,18.128
2020-01-14 03:00:00,0.254,0.988,9.179,18.413
2020-01-14 04:00:00,0.072,0.999,11.266,21.873
2020-01-14 05:00:00,0.0,1.004,11.87,23.038
2020-01-14 06:00:00,25.478,25.762,12.65,23.593
2020-01-14 07:00:00,216.582,323.473,24.172,34.55
2020-01-14 08:00:00,446.064,590.139,37.787,43.071
2020-01-14 09:00:00,593.712,704.975,43.116,44.558
2020-01-14 10:00:00,829.326,924.981,51.358,44.366
2020-01-14 11:00:00,793.374,839.307,51.308,44.51
2020-01-14 12:00:00,904.917,882.122,49.367,44.719
2020-01-14 13:00:00,931.541,566.818,41.071,43.811
2020-01-14 14:00:00,904.187,190.365,27.956,41.136
2020-01-14 15:00:00,647.666,104.796,23.1,38.335
2020-01-14 16:00:00,333.512,85.876,20.761,35.757
2020-01-14 17:00:00,37.36,27.263,16.563,30.396
2020-01-14 18:00:00,0.417,1.405,15.927,29.98
2020-01-14 19:00:00,0.077,1.028,14.058,27.405
2020-01-14 20:00:00,0.04,1.029,14.558,27.643
2020-01-14 21:00:00,0.01,1.029,14.652,28.066
2020-01-14 22:00:00,0.001,1.018,14.123,27.115
2020-01-14 23:00:00,0.0,0.998,11.744,23.393
2020-01-15 00:00:00,0.0,0.999,10.187,20.527
2020-01-15 01:00:00,0.0,0.996,9.607,19.135
2020-01-15 02:00:00,0.0,0.995,8.933,17.746
2020-01-15 03:00:00,0.0,0.991,8.388,16.665
2020-01-15 04:00:00,0.082,0.988,8.582,17.347
2020-01-15 05:00:00,0.101,0.982,8.664,17.199
2020-01-15 06:00:00,12.093,10.985,8.669,16.873
2020-01-15 07:00:00,213.687,323.655,22.518,32.39
2020-01-15 08:00:00,436.327,576.908,34.083,41.357
2020-01-15 09:00:00,654.121,783.948,41.938,44.233
2020-01-15 10:00:00,722.651,800.781,46.283,44.957
2020-01-15 11:00:00,1049.553,1102.949,56.388,43.457
2020-01-15 12:00:00,1137.41,1108.229,56.12,43.511
2020-01-15 13:00:00,884.319,616.438,43.72,44.06
2020-01-15 14:00:00,671.314,247.762,28.738,40.846
2020-01-15 15:00:00,289.259,204.926,25.187,38.235
2020-01-15 16:00:00,237.798,120.47,21.827,35.844
2020-01-15 17:00:00,91.508,43.32,19.423,34.062
2020-01-15 18:00:00,0.058,1.473,16.767,30.968
2020-01-15 19:00:00,0.0,1.046,15.981,29.917
2020-01-15 20:00:00,0.0,1.038,15.593,29.465
2020-01-15 21:00:00,0.0,1.015,12.775,25.064
2020-01-15 22:00:00,0.0,1.004,10.741,21.529
2020-01-15 23:00:00,0.0,1.002,9.928,19.78
2020-01-16 00:00:00,0.049,0.998,9.853,19.645
2020-01-16 01:00:00,0.032,0.991,10.498,20.347
2020-01-16 02:00:00,0.0,0.983,9.996,19.64
2020-01-16 03:00:00,0.054,0.984,9.498,18.918
2020-01-16 04:00:00,0.0,0.986,8.794,17.517
2020-01-16 05:00:00,0.181,0.99,9.185,18.554
2020-01-16 06:00:00,14.9,12.182,11.404,22.058
2020-01-16 07:00:00,34.667,29.208,13.992,25.907
2020-01-16 08:00:00,104.306,87.749,16.59,28.658
2020-01-16 09:00:00,132.734,111.094,18.869,30.954
2020-01-16 10:00:00,248.553,212.294,22.428,34.114
2020-01-16 11:00:00,246.061,206.694,22.384,34.56
2020-01-16 12:00:00,262.978,225.53,23.232,35.423
2020-01-16 13:00:00,267.154,223.268,23.215,35.647
2020-01-16 14:00:00,203.162,156.924,21.854,34.69
2020-01-16 15:00:00,55.711,51.166,17.586,30.878
2020-01-16 16:00:00,79.339,57.919,17.962,31.297
2020-01-16 17:00:00,15.3,15.572,16.867,30.791
2020-01-16 18:00:00,0.0,1.119,12.992,26.041
2020-01-16 19:00:00,0.036,1.018,13.234,25.925
2020-01-16 20:00:00,0.758,1.02,14.1,27.25
2020-01-16 21:00:00,0.677,1.021,14.46,27.795
2020-01-16 22:00:00,0.01,1.018,14.367,27.572
2020-01-16 23:00:00,0.002,1.014,13.829,27.076
2020-01-17 00:00:00,0.155,1.018,13.905,26.952
2020-01-17 01:00:00,0.0,1.018,14.561,27.612
2020-01-17 02:00:00,0.0,1.012,14.428,27.326
2020-01-17 03:00:00,0.0,1.012,14.488,27.634
2020-01-17 04:00:00,0.0,1.013,14.593,27.814
2020-01-17 05:00:00,0.0,1.006,14.325,27.109
2020-01-17 06:00:00,16.846,16.072,14.114,26.59
2020-01-17 07:00:00,91.436,81.003,17.211,30.095
2020-01-17 08:00:00,152.77,144.414,16.424,29.265
2020-01-17 09:00:00,217.554,185.751,20.772,33.821
2020-01-17 10:00:00,289.828,249.507,22.987,35.513
2020-01-17 11:00:00,331.537,292.499,24.805,36.849
2020-01-17 12:00:00,562.931,515.457,35.999,43.035
2020-01-17 13:00:00,479.914,407.152,30.794,40.881
2020-01-17 14:00:00,608.116,305.782,28.368,39.765
2020-01-17 15:00:00,434.219,212.132,24.434,37.25
2020-01-17 16:00:00,240.739,112.857,20.936,34.708
2020-01-17 17:00:00,46.859,31.937,16.649,30.373
2020-01-17 18:00:00,0.302,1.515,14.73,27.783
2020-01-17 19:00:00,0.0,1.027,14.138,26.908
2020-01-17 20:00:00,0.063,1.015,13.506,26.449
2020-01-17 21:00:00,0.002,1.014,13.8,26.867
2020-01-17 22:00:00,0.0,1.014,14.537,27.754
2020-01-17 23:00:00,0.0,1.008,14.222,26.998
2020-01-18 00:00:00,0.0,1.009,14.252,27.176
2020-01-18 01:00:00,0.0,1.006,14.335,27.321
2020-01-18 02:00:00,0.0,1.005,14.282,27.177
2020-01-18 03:00:00,0.0,0.998,13.369,26.018
2020-01-18 04:00:00,0.0,0.992,11.944,23.975
2020-01-18 05:00:00,0.798,0.995,11.853,24.196
2020-01-18 06:00:00,16.337,15.072,13.778,26.493
2020-01-18 07:00:00,62.637,58.782,15.631,28.569
2020-01-18 08:00:00,281.125,299.628,23.121,34.876
2020-01-18 09:00:00,250.536,234.59,23.505,35.584
2020-01-18 10:00:00,316.816,274.918,27.032,38.354
2020-01-18 11:00:00,349.451,299.526,28.507,39.428
2020-01-18 12:00:00,397.354,346.718,27.907,38.998
2020-01-18 13:00:00,435.897,311.011,30.444,40.659
2020-01-18 14:00:00,361.917,218.66,27.527,39.386
2020-01-18 15:00:00,216.606,152.504,22.865,36.34
2020-01-18 16:00:00,129.676,76.165,20.552,34.857
2020-01-18 17:00:00,33.914,28.772,18.161,32.762
2020-01-18 18:00:00,0.296,1.486,14.82,29.02
2020-01-18 19:00:00,0.023,1.013,12.771,26.101
2020-01-18 20:00:00,0.319,1.007,12.273,24.797
2020-01-18 21:00:00,0.015,1.002,12.259,24.512
2020-01-18 22:00:00,0.263,0.995,11.756,23.894
2020-01-18 23:00:00,0.281,1.0,12.444,24.172
2020-01-19 00:00:00,0.183,0.996,12.166,24.449
2020-01-19 01:00:00,0.318,0.986,11.291,22.86
2020-01-19 02:00:00,0.021,0.99,11.505,23.288
2020-01-19 03:00:00,0.22,0.986,10.577,21.974
2020-01-19 04:00:00,0.44,0.992,11.414,22.856
2020-01-19 05:00:00,0.42,0.992,11.945,23.722
2020-01-19 06:00:00,9.361,8.491,13.322,25.714
2020-01-19 07:00:00,34.653,29.636,15.022,27.74
2020-01-19 08:00:00,167.923,149.076,20.77,33.554
2020-01-19 09:00:00,239.158,210.531,25.704,37.714
2020-01-19 10:00:00,295.914,265.762,26.141,37.824
2020-01-19 11:00:00,300.349,272.597,29.394,40.363
2020-01-19 12:00:00,355.507,317.963,29.933,40.676
2020-01-19 13:00:00,499.992,291.96,27.291,39.17
2020-01-19 14:00:00,696.132,172.148,24.559,38.433
2020-01-19 15:00:00,548.31,133.023,22.256,36.84
2020-01-19 16:00:00,140.243,88.61,18.6,32.774
2020-01-19 17:00:00,77.12,40.813,17.771,32.396
2020-01-19 18:00:00,0.633,1.84,14.639,28.923
2020-01-19 19:00:00,0.032,1.023,14.049,28.044
2020-01-19 20:00:00,0.003,1.014,13.207,26.762
2020-01-19 21:00:00,0.129,1.004,12.004,24.61
2020-01-19 22:00:00,0.099,1.001,11.328,23.528
2020-01-19 23:00:00,0.113,0.999,11.073,22.618
2020-01-20 00:00:00,0.354,0.915,10.153,20.701
2020-01-20 01:00:00,0.101,0.996,11.432,22.819
2020-01-20 02:00:00,0.257,0.996,11.329,22.932
2020-01-20 03:00:00,0.121,0.997,11.487,23.167
2020-01-20 04:00:00,0.117,0.998,12.584,24.559
2020-01-20 05:00:00,0.061,0.992,12.273,24.432
2020-01-20 06:00:00,21.017,20.008,13.2,25.353
2020-01-20 07:00:00,122.961,119.472,17.447,30.166
2020-01-20 08:00:00,217.858,202.789,20.845,33.604
2020-01-20 09:00:00,367.325,355.438,27.307,38.8
2020-01-20 10:00:00,615.489,614.611,39.714,43.854
2020-01-20 11:00:00,653.029,624.524,40.17,44.4
2020-01-20 12:00:00,708.353,654.706,39.667,44.395
2020-01-20 13:00:00,566.39,482.568,33.749,42.504
2020-01-20 14:00:00,458.752,336.134,27.713,39.818
2020-01-20 15:00:00,233.274,208.408,23.535,37.087
2020-01-20 16:00:00,149.388,116.438,21.583,35.984
2020-01-20 17:00:00,41.434,38.94,18.523,33.325
2020-01-20 18:00:00,0.007,1.179,17.049,31.88
2020-01-20 19:00:00,0.0,1.043,16.799,31.432
2020-01-20 20:00:00,0.0,1.035,16.238,30.494
2020-01-20 21:00:00,0.0,1.027,15.456,29.346
2020-01-20 22:00:00,0.064,1.02,14.453,27.979
2020-01-20 23:00:00,0.0,1.02,14.432,27.604
