,year,month,sc,shapiro_wilk,anderson_darling,lognormal_test
17:40,2020,1,sc2,0.0,1,0.75
17:45,2020,1,sc2,0.0,1,0.38
17:50,2020,1,sc2,0.0,1,0.4
17:55,2020,1,sc2,0.0,1,0.43
6:00,2020,1,sc5,0.23,1,0.57
6:05,2020,1,sc5,0.06,1,0.73
6:10,2020,1,sc5,0.01,1,0.33
6:15,2020,1,sc5,0.2,1,0.65
6:20,2020,1,sc5,0.43,1,0.67
6:25,2020,1,sc5,0.63,1,0.86
6:30,2020,1,sc5,0.01,1,0.99
6:35,2020,1,sc5,0.02,1,0.99
6:40,2020,1,sc5,0.16,1,0.67
6:45,2020,1,sc5,0.09,1,0.0
6:50,2020,1,sc5,0.04,1,0.04
6:55,2020,1,sc5,0.13,1,0.02
7:00,2020,1,sc5,0.07,1,0.0
7:05,2020,1,sc5,0.0,1,0.0
7:10,2020,1,sc5,0.0,1,0.0
7:15,2020,1,sc5,0.0,1,0.0
7:20,2020,1,sc5,0.14,1,0.0
7:25,2020,1,sc5,0.68,1,0.0
7:30,2020,1,sc5,0.34,1,0.0
7:35,2020,1,sc5,0.25,1,0.0
7:40,2020,1,sc5,0.19,1,0.01
7:45,2020,1,sc5,0.25,1,0.01
7:50,2020,1,sc5,0.31,1,0.0
7:55,2020,1,sc5,0.7,1,0.0
8:00,2020,1,sc5,0.22,1,0.0
8:05,2020,1,sc5,0.33,1,0.01
8:10,2020,1,sc5,0.54,1,0.01
8:15,2020,1,sc5,0.73,1,0.0
8:20,2020,1,sc5,0.83,1,0.0
8:25,2020,1,sc5,0.46,1,0.0
8:30,2020,1,sc5,0.1,1,0.0
8:35,2020,1,sc5,0.29,1,0.0
8:40,2020,1,sc5,0.2,1,0.0
8:45,2020,1,sc5,1.0,1,0.0
8:50,2020,1,sc5,0.16,1,0.0
8:55,2020,1,sc5,0.5,1,0.0
9:00,2020,1,sc5,1.0,1,0.0
9:05,2020,1,sc5,1.0,1,0.01
9:10,2020,1,sc5,0.7,1,0.0
9:15,2020,1,sc5,0.38,1,0.0
9:20,2020,1,sc5,0.0,1,0.0
9:25,2020,1,sc5,0.8,1,0.0
9:30,2020,1,sc5,0.0,1,0.0
9:35,2020,1,sc5,0.25,1,0.0
9:40,2020,1,sc5,0.01,1,0.0
9:45,2020,1,sc5,0.81,1,0.0
9:50,2020,1,sc5,0.4,1,0.0
9:55,2020,1,sc5,0.0,1,0.0
10:00,2020,1,sc5,0.34,1,0.0
10:05,2020,1,sc5,0.13,1,0.0
10:10,2020,1,sc5,0.74,1,0.0
10:15,2020,1,sc5,0.0,1,0.0
10:20,2020,1,sc5,0.0,1,0.0
10:25,2020,1,sc5,0.26,1,0.0
10:30,2020,1,sc5,0.43,1,0.0
10:35,2020,1,sc5,0.0,1,0.0
10:40,2020,1,sc5,0.19,1,0.0
10:45,2020,1,sc5,0.0,1,0.0
10:50,2020,1,sc5,0.81,1,0.0
10:55,2020,1,sc5,0.0,1,0.0
11:00,2020,1,sc5,0.01,1,0.0
11:05,2020,1,sc5,0.39,1,0.0
11:10,2020,1,sc5,0.65,1,0.0
11:15,2020,1,sc5,0.0,1,0.0
11:20,2020,1,sc5,0.0,1,0.0
11:25,2020,1,sc5,0.0,1,0.0
11:30,2020,1,sc5,0.0,1,0.0
11:35,2020,1,sc5,0.0,1,0.0
11:40,2020,1,sc5,0.29,1,0.0
11:45,2020,1,sc5,0.05,1,0.0
11:50,2020,1,sc5,0.09,1,0.0
11:55,2020,1,sc5,0.0,1,0.0
12:00,2020,1,sc5,0.56,1,0.0
12:05,2020,1,sc5,0.02,1,0.0
12:10,2020,1,sc5,0.0,1,0.0
12:15,2020,1,sc5,0.0,1,0.0
12:20,2020,1,sc5,0.03,1,0.0
12:25,2020,1,sc5,0.0,1,0.0
12:30,2020,1,sc5,0.0,1,0.0
12:35,2020,1,sc5,0.0,1,0.0
12:40,2020,1,sc5,0.0,1,0.0
12:45,2020,1,sc5,0.01,1,0.0
12:50,2020,1,sc5,0.0,1,0.0
12:55,2020,1,sc5,0.0,1,0.0
13:00,2020,1,sc5,0.01,1,0.0
13:05,2020,1,sc5,0.04,1,0.0
13:10,2020,1,sc5,0.0,1,0.0
13:15,2020,1,sc5,0.04,1,0.0
13:20,2020,1,sc5,0.01,1,0.0
13:25,2020,1,sc5,0.0,1,0.01
13:30,2020,1,sc5,0.05,1,0.0
13:35,2020,1,sc5,0.33,1,0.0
13:40,2020,1,sc5,0.35,1,0.94
13:45,2020,1,sc5,0.67,1,0.94
13:50,2020,1,sc5,0.62,1,0.9
13:55,2020,1,sc5,0.23,1,0.0
14:00,2020,1,sc5,0.33,1,0.74
14:05,2020,1,sc5,0.17,1,0.56
14:10,2020,1,sc5,0.28,1,0.01
14:15,2020,1,sc5,0.42,1,0.0
14:20,2020,1,sc5,0.38,1,0.0
14:25,2020,1,sc5,0.17,1,0.0
14:30,2020,1,sc5,0.2,1,0.94
14:35,2020,1,sc5,0.33,1,0.0
14:40,2020,1,sc5,0.43,1,0.01
14:45,2020,1,sc5,0.18,1,0.02
14:50,2020,1,sc5,0.11,1,0.02
14:55,2020,1,sc5,0.05,1,0.03
15:00,2020,1,sc5,0.13,1,0.01
15:05,2020,1,sc5,0.29,1,0.02
15:10,2020,1,sc5,0.11,1,0.0
15:15,2020,1,sc5,0.56,1,0.0
15:20,2020,1,sc5,0.09,1,0.01
15:25,2020,1,sc5,0.17,1,0.02
15:30,2020,1,sc5,0.33,1,0.0
15:35,2020,1,sc5,0.1,1,0.0
15:40,2020,1,sc5,0.09,1,0.85
15:45,2020,1,sc5,0.1,1,0.01
15:50,2020,1,sc5,0.06,1,0.01
15:55,2020,1,sc5,0.09,1,0.01
16:00,2020,1,sc5,0.16,1,0.3
16:05,2020,1,sc5,0.1,1,0.05
16:10,2020,1,sc5,0.06,1,0.11
16:15,2020,1,sc5,0.01,1,0.59
16:20,2020,1,sc5,0.02,1,0.01
16:25,2020,1,sc5,0.03,1,0.66
16:30,2020,1,sc5,0.02,1,0.0
16:35,2020,1,sc5,0.0,1,0.0
16:40,2020,1,sc5,0.01,1,0.0
16:45,2020,1,sc5,0.01,1,0.02
16:50,2020,1,sc5,0.01,1,0.02
16:55,2020,1,sc5,0.01,1,0.52
17:00,2020,1,sc5,0.02,1,0.65
17:05,2020,1,sc5,0.03,1,0.84
17:10,2020,1,sc5,0.09,1,0.27
17:15,2020,1,sc5,0.07,1,0.01
17:20,2020,1,sc5,0.01,1,0.01
17:25,2020,1,sc5,0.03,1,0.01
17:30,2020,1,sc5,0.04,1,0.07
17:35,2020,1,sc5,0.03,1,0.98
17:40,2020,1,sc5,0.01,1,0.01
17:45,2020,1,sc5,0.07,1,0.02
17:50,2020,1,sc5,0.15,1,0.6
17:55,2020,1,sc5,0.32,1,0.62
6:00,2020,2,sc1,1.0,0,0.0
6:05,2020,2,sc1,1.0,0,0.0
6:10,2020,2,sc1,1.0,0,0.0
6:15,2020,2,sc1,0.2,1,0.42
6:20,2020,2,sc1,0.44,1,0.43
6:25,2020,2,sc1,0.31,1,0.12
6:30,2020,2,sc1,0.28,1,0.24
6:35,2020,2,sc1,0.01,1,0.65
6:40,2020,2,sc1,0.21,1,0.52
6:45,2020,2,sc1,0.4,1,0.47
6:50,2020,2,sc1,0.57,1,0.45
6:55,2020,2,sc1,0.45,1,0.1
7:00,2020,2,sc1,0.34,1,0.61
7:05,2020,2,sc1,0.24,1,0.37
7:10,2020,2,sc1,0.3,1,0.08
7:15,2020,2,sc1,0.52,1,0.75
7:20,2020,2,sc1,0.61,1,0.1
7:25,2020,2,sc1,0.67,1,0.57
7:30,2020,2,sc1,0.82,1,0.37
7:35,2020,2,sc1,0.67,1,0.96
7:40,2020,2,sc1,0.27,1,0.64
7:45,2020,2,sc1,0.39,1,0.76
7:50,2020,2,sc1,0.04,1,0.76
7:55,2020,2,sc1,0.16,1,0.66
8:00,2020,2,sc1,0.25,1,0.08
8:05,2020,2,sc1,0.6,1,0.45
8:10,2020,2,sc1,0.31,1,0.59
8:15,2020,2,sc1,0.08,1,0.2
8:20,2020,2,sc1,0.16,1,0.5
8:25,2020,2,sc1,0.12,1,0.35
8:30,2020,2,sc1,0.11,1,0.54
8:35,2020,2,sc1,0.16,1,0.57
8:40,2020,2,sc1,0.13,1,0.68
8:45,2020,2,sc1,0.01,1,0.48
8:50,2020,2,sc1,0.11,1,0.75
8:55,2020,2,sc1,0.11,1,0.47
9:00,2020,2,sc1,0.0,1,0.36
9:05,2020,2,sc1,0.03,1,0.67
9:10,2020,2,sc1,0.03,1,0.78
9:15,2020,2,sc1,0.19,1,0.1
9:20,2020,2,sc1,0.49,1,0.72
9:25,2020,2,sc1,0.74,1,0.37
9:30,2020,2,sc1,0.37,1,0.68
9:35,2020,2,sc1,0.69,1,0.25
9:40,2020,2,sc1,0.85,1,0.2
9:45,2020,2,sc1,0.91,1,0.08
9:50,2020,2,sc1,0.51,1,0.09
9:55,2020,2,sc1,0.42,1,0.09
10:00,2020,2,sc1,0.33,1,0.37
10:05,2020,2,sc1,0.22,1,0.77
10:10,2020,2,sc1,0.47,1,0.73
10:15,2020,2,sc1,0.45,1,0.08
10:20,2020,2,sc1,0.39,1,0.13
10:25,2020,2,sc1,0.15,1,0.4
10:30,2020,2,sc1,0.15,1,0.11
10:35,2020,2,sc1,0.62,1,0.1
10:40,2020,2,sc1,0.71,1,0.08
10:45,2020,2,sc1,0.5,1,0.08
10:50,2020,2,sc1,0.11,1,0.08
10:55,2020,2,sc1,0.08,1,0.56
11:00,2020,2,sc1,0.83,1,0.08
11:05,2020,2,sc1,0.01,1,0.08
11:10,2020,2,sc1,0.16,1,0.67
11:15,2020,2,sc1,0.33,1,0.2
11:20,2020,2,sc1,0.28,1,0.27
11:25,2020,2,sc1,0.31,1,0.49
11:30,2020,2,sc1,0.35,1,0.67
11:35,2020,2,sc1,0.35,1,0.11
11:40,2020,2,sc1,0.27,1,0.1
11:45,2020,2,sc1,0.54,1,0.1
11:50,2020,2,sc1,0.55,1,0.48
11:55,2020,2,sc1,0.04,1,0.58
12:00,2020,2,sc1,0.15,1,0.46
12:05,2020,2,sc1,0.15,1,0.71
12:10,2020,2,sc1,0.02,1,0.6
12:15,2020,2,sc1,0.35,1,0.08
12:20,2020,2,sc1,0.19,1,0.09
12:25,2020,2,sc1,0.65,1,0.77
12:30,2020,2,sc1,0.83,1,0.78
12:35,2020,2,sc1,0.39,1,0.63
12:40,2020,2,sc1,0.56,1,0.09
12:45,2020,2,sc1,0.38,1,0.09
12:50,2020,2,sc1,0.76,1,0.21
12:55,2020,2,sc1,0.11,1,0.12
13:00,2020,2,sc1,0.98,1,0.78
13:05,2020,2,sc1,0.97,1,0.45
13:10,2020,2,sc1,0.58,1,0.59
13:15,2020,2,sc1,0.97,1,0.35
13:20,2020,2,sc1,0.6,1,0.62
13:25,2020,2,sc1,0.85,1,0.59
13:30,2020,2,sc1,0.08,1,0.46
13:35,2020,2,sc1,0.88,1,0.56
13:40,2020,2,sc1,0.51,1,0.78
13:45,2020,2,sc1,0.7,1,0.65
13:50,2020,2,sc1,0.39,1,0.09
13:55,2020,2,sc1,0.19,1,0.4
14:00,2020,2,sc1,0.11,1,0.1
14:05,2020,2,sc1,0.08,1,0.78
14:10,2020,2,sc1,0.08,1,0.48
14:15,2020,2,sc1,0.08,1,0.32
14:20,2020,2,sc1,0.43,1,0.4
14:25,2020,2,sc1,0.34,1,0.65
14:30,2020,2,sc1,0.71,1,0.51
14:35,2020,2,sc1,0.64,1,0.77
14:40,2020,2,sc1,0.81,1,0.39
14:45,2020,2,sc1,0.58,1,0.78
14:50,2020,2,sc1,0.62,1,0.24
14:55,2020,2,sc1,0.24,1,0.49
15:00,2020,2,sc1,0.23,1,0.14
15:05,2020,2,sc1,0.47,1,0.71
15:10,2020,2,sc1,0.35,1,0.78
15:15,2020,2,sc1,0.19,1,0.78
15:20,2020,2,sc1,0.18,1,0.78
15:25,2020,2,sc1,0.14,1,0.5
15:30,2020,2,sc1,0.98,1,0.5
15:35,2020,2,sc1,0.05,1,0.54
15:40,2020,2,sc1,0.65,1,0.72
15:45,2020,2,sc1,0.67,1,0.49
15:50,2020,2,sc1,0.39,1,0.46
15:55,2020,2,sc1,0.01,1,0.48
16:00,2020,2,sc1,0.29,1,0.64
16:05,2020,2,sc1,0.96,1,0.56
16:10,2020,2,sc1,0.92,1,0.74
16:15,2020,2,sc1,0.53,1,0.77
16:20,2020,2,sc1,0.23,1,0.78
16:25,2020,2,sc1,0.05,1,0.62
16:30,2020,2,sc1,0.26,1,0.16
16:35,2020,2,sc1,0.09,1,0.11
16:40,2020,2,sc1,0.65,1,0.5
16:45,2020,2,sc1,0.26,1,0.49
16:50,2020,2,sc1,0.94,1,0.65
16:55,2020,2,sc1,0.79,1,0.78
17:00,2020,2,sc1,0.77,1,0.43
17:05,2020,2,sc1,0.72,1,0.47
17:10,2020,2,sc1,0.23,1,0.28
17:15,2020,2,sc1,0.11,1,0.13
17:20,2020,2,sc1,0.09,1,0.45
17:25,2020,2,sc1,0.02,1,0.32
17:30,2020,2,sc1,0.19,1,0.41
17:35,2020,2,sc1,0.4,1,0.53
17:40,2020,2,sc1,0.04,1,0.47
17:45,2020,2,sc1,0.09,1,0.72
17:50,2020,2,sc1,0.77,1,0.25
17:55,2020,2,sc1,0.77,1,0.49
6:00,2020,2,sc2,0.0,1,0.0
6:05,2020,2,sc2,0.01,1,0.0
6:10,2020,2,sc2,0.18,1,0.0
6:15,2020,2,sc2,0.88,1,0.95
6:20,2020,2,sc2,0.78,1,1.0
6:25,2020,2,sc2,0.7,1,0.83
6:30,2020,2,sc2,0.74,1,0.99
6:35,2020,2,sc2,0.25,1,0.87
6:40,2020,2,sc2,0.07,1,0.7
6:45,2020,2,sc2,0.29,1,0.01
6:50,2020,2,sc2,0.58,1,0.84
6:55,2020,2,sc2,0.27,1,0.01
7:00,2020,2,sc2,0.17,1,0.03
7:05,2020,2,sc2,0.74,1,0.01
7:10,2020,2,sc2,0.91,1,0.0
7:15,2020,2,sc2,0.11,1,0.0
7:20,2020,2,sc2,0.0,1,0.0
7:25,2020,2,sc2,0.0,1,0.94
7:30,2020,2,sc2,0.05,1,0.0
7:35,2020,2,sc2,0.0,1,0.03
7:40,2020,2,sc2,0.0,1,0.05
7:45,2020,2,sc2,0.0,1,0.0
7:50,2020,2,sc2,0.0,1,0.01
7:55,2020,2,sc2,0.14,1,0.52
8:00,2020,2,sc2,0.02,1,0.91
8:05,2020,2,sc2,0.0,1,0.76
8:10,2020,2,sc2,0.03,1,0.64
8:15,2020,2,sc2,0.2,1,0.0
8:20,2020,2,sc2,0.06,1,0.0
8:25,2020,2,sc2,0.25,1,0.0
8:30,2020,2,sc2,0.07,1,0.68
8:35,2020,2,sc2,0.01,1,0.0
8:40,2020,2,sc2,0.0,1,0.0
8:45,2020,2,sc2,0.01,1,0.0
8:50,2020,2,sc2,0.14,1,0.0
8:55,2020,2,sc2,0.01,1,0.0
9:00,2020,2,sc2,0.0,1,0.0
9:05,2020,2,sc2,0.05,1,0.0
9:10,2020,2,sc2,0.06,1,0.0
9:15,2020,2,sc2,0.04,1,0.0
9:20,2020,2,sc2,0.03,1,0.0
9:25,2020,2,sc2,0.33,1,0.0
9:30,2020,2,sc2,0.22,1,0.0
9:35,2020,2,sc2,0.22,1,0.0
9:40,2020,2,sc2,0.26,1,0.0
9:45,2020,2,sc2,0.12,1,0.0
9:50,2020,2,sc2,0.82,1,0.0
9:55,2020,2,sc2,0.02,1,0.0
10:00,2020,2,sc2,0.07,1,0.0
10:05,2020,2,sc2,0.01,1,0.0
10:10,2020,2,sc2,0.11,1,0.0
10:15,2020,2,sc2,0.39,1,0.0
10:20,2020,2,sc2,0.08,1,0.0
10:25,2020,2,sc2,0.05,1,0.92
10:30,2020,2,sc2,0.13,1,0.97
10:35,2020,2,sc2,0.1,1,0.42
10:40,2020,2,sc2,0.56,1,0.0
10:45,2020,2,sc2,0.06,1,0.64
10:50,2020,2,sc2,0.67,1,0.0
10:55,2020,2,sc2,0.83,1,0.0
11:00,2020,2,sc2,0.01,1,0.0
11:05,2020,2,sc2,0.04,1,0.0
11:10,2020,2,sc2,0.0,1,0.85
11:15,2020,2,sc2,0.01,1,0.0
11:20,2020,2,sc2,0.14,1,0.0
11:25,2020,2,sc2,0.02,1,0.95
11:30,2020,2,sc2,0.03,1,0.01
11:35,2020,2,sc2,0.12,1,0.0
11:40,2020,2,sc2,0.07,1,0.01
11:45,2020,2,sc2,0.17,1,0.0
11:50,2020,2,sc2,0.03,1,0.71
11:55,2020,2,sc2,0.43,1,0.0
12:00,2020,2,sc2,0.13,1,0.0
12:05,2020,2,sc2,0.24,1,0.7
12:10,2020,2,sc2,0.03,1,0.0
12:15,2020,2,sc2,0.01,1,0.0
12:20,2020,2,sc2,0.1,1,0.0
12:25,2020,2,sc2,0.13,1,0.0
12:30,2020,2,sc2,0.07,1,0.0
12:35,2020,2,sc2,0.31,1,0.0
12:40,2020,2,sc2,0.04,1,0.0
12:45,2020,2,sc2,0.06,1,0.0
12:50,2020,2,sc2,0.16,1,0.0
12:55,2020,2,sc2,0.36,1,0.0
13:00,2020,2,sc2,0.08,1,0.0
13:05,2020,2,sc2,0.06,1,0.0
13:10,2020,2,sc2,0.13,1,0.0
13:15,2020,2,sc2,0.04,1,0.0
13:20,2020,2,sc2,0.03,1,0.0
13:25,2020,2,sc2,0.0,1,0.0
13:30,2020,2,sc2,0.01,1,0.0
13:35,2020,2,sc2,0.03,1,0.0
13:40,2020,2,sc2,0.15,1,0.0
13:45,2020,2,sc2,0.17,1,0.0
13:50,2020,2,sc2,0.08,1,0.0
13:55,2020,2,sc2,0.47,1,0.85
14:00,2020,2,sc2,0.61,1,0.0
14:05,2020,2,sc2,0.63,1,0.0
14:10,2020,2,sc2,0.04,1,0.0
14:15,2020,2,sc2,0.09,1,0.0
14:20,2020,2,sc2,0.15,1,0.0
14:25,2020,2,sc2,0.38,1,0.0
14:30,2020,2,sc2,0.1,1,0.0
14:35,2020,2,sc2,0.32,1,0.0
14:40,2020,2,sc2,0.73,1,0.0
14:45,2020,2,sc2,0.71,1,0.0
14:50,2020,2,sc2,0.14,1,0.64
14:55,2020,2,sc2,0.14,1,0.67
15:00,2020,2,sc2,0.22,1,0.71
15:05,2020,2,sc2,0.26,1,0.0
15:10,2020,2,sc2,0.35,1,0.0
15:15,2020,2,sc2,0.83,1,0.86
15:20,2020,2,sc2,0.51,1,0.98
15:25,2020,2,sc2,0.49,1,0.0
15:30,2020,2,sc2,0.52,1,0.0
15:35,2020,2,sc2,0.63,1,0.0
15:40,2020,2,sc2,0.4,1,0.01
15:45,2020,2,sc2,0.53,1,0.85
15:50,2020,2,sc2,0.42,1,0.95
15:55,2020,2,sc2,0.04,1,0.0
16:00,2020,2,sc2,0.32,1,0.86
16:05,2020,2,sc2,0.17,1,0.0
16:10,2020,2,sc2,0.17,1,0.0
16:15,2020,2,sc2,0.15,1,0.0
16:20,2020,2,sc2,0.18,1,0.0
16:25,2020,2,sc2,0.12,1,0.0
16:30,2020,2,sc2,0.57,1,0.0
16:35,2020,2,sc2,0.39,1,0.0
16:40,2020,2,sc2,0.06,1,0.01
16:45,2020,2,sc2,0.02,1,0.0
16:50,2020,2,sc2,0.02,1,0.02
16:55,2020,2,sc2,0.07,1,0.99
17:00,2020,2,sc2,0.26,1,0.0
17:05,2020,2,sc2,0.45,1,0.0
17:10,2020,2,sc2,0.52,1,0.0
17:15,2020,2,sc2,0.61,1,0.0
17:20,2020,2,sc2,0.58,1,0.0
17:25,2020,2,sc2,0.13,1,0.0
17:30,2020,2,sc2,0.03,1,0.0
17:35,2020,2,sc2,0.03,1,0.0
17:40,2020,2,sc2,0.04,1,0.0
17:45,2020,2,sc2,0.06,1,0.89
17:50,2020,2,sc2,0.4,1,0.97
17:55,2020,2,sc2,0.01,1,0.78
6:00,2020,2,sc5,1.0,0,0.0
6:05,2020,2,sc5,0.0,1,0.14
6:10,2020,2,sc5,0.18,1,0.78
6:15,2020,2,sc5,0.04,1,0.81
6:20,2020,2,sc5,0.19,1,0.98
6:25,2020,2,sc5,0.22,1,0.96
6:30,2020,2,sc5,0.1,1,0.96
6:35,2020,2,sc5,0.02,1,0.96
6:40,2020,2,sc5,0.01,1,0.98
6:45,2020,2,sc5,0.01,1,0.04
6:50,2020,2,sc5,0.01,1,0.03
6:55,2020,2,sc5,0.0,1,0.05
7:00,2020,2,sc5,0.0,1,0.82
7:05,2020,2,sc5,0.01,1,0.05
7:10,2020,2,sc5,0.03,1,0.01
7:15,2020,2,sc5,0.19,1,0.02
7:20,2020,2,sc5,0.98,1,0.04
7:25,2020,2,sc5,0.48,1,0.05
7:30,2020,2,sc5,0.57,1,0.05
7:35,2020,2,sc5,0.86,1,0.0
7:40,2020,2,sc5,0.32,1,0.03
7:45,2020,2,sc5,0.2,1,0.0
7:50,2020,2,sc5,0.52,1,0.03
7:55,2020,2,sc5,0.79,1,0.01
8:00,2020,2,sc5,0.85,1,0.03
8:05,2020,2,sc5,0.9,1,0.0
8:10,2020,2,sc5,0.87,1,0.01
8:15,2020,2,sc5,0.82,1,0.04
8:20,2020,2,sc5,0.04,1,0.03
8:25,2020,2,sc5,0.15,1,0.0
